Weather Today days,Weather days,10 Day Weather days,Weather_Station_Info,Temperature,Wind,Cloud_Visibility,
"Mostly dry. Warm (max 31°C on Tue afternoon, min 20°C on Mon night). Mainly fresh winds.","Mostly dry. Warm (max 31°C on Wed afternoon, min 12°C on Fri night). Winds decreasing (fresh winds from the W on Thu afternoon, light winds from the NNE by Fri night).","Mostly dry. Warm (max 31°C on Tue afternoon, min 15°C on Sat night). Wind will be generally light.",Poona 1 km NW559m alt.3 hours ago,28.9 C,Calm (4 km/h at 90°).,10 kmMid: scattered,
